,SIGAY,,NATIVIDAD,,TUGUEGARAO_CITY,SAN_ISIDRO,,,,,SANTO_DOMINGO,,,,,TAAL,,SINILOAN,POLILLO,,,,PRESENTACION,,,,,,,MINA,TOBOSO,,LOBOC,MALABUYOC,,,,MERIDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAO,DATU_BLAH_T._SINSUAT,,,,,,,,,,,,
,SINAIT,,POZORRUBIO,,,SAN_MANUEL,,,,,TALAVERA,,,,,TALISAY,,VICTORIA,QUEZON,,,,RAGAY,,,,,,,NEW_LUCENA,VALLADOLID,,LOON,MANDAUE_CITY,,,,ORMOC_CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAROGONG,DATU_ANGGAL_MIDTIMBANG,,,,,,,,,,,,
,SUGPON,,ROSALES,,,SAN_MARIANO,,,,,TALUGTUG,,,,,CITY_OF_TANAUAN,,,REAL,,,,SAGÑAY,,,,,,,OTON,CITY_OF_VICTORIAS,,MABINI,MEDELLIN,,,,PALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CALANOGAS,MANGUDADATU,,,,,,,,,,,,
,SUYO,,SAN_CARLOS_CITY,,,SAN_MATEO,,,,,ZARAGOZA,,,,,TAYSAN,,,SAMPALOC,,,,SAN_FERNANDO,,,,,,,CITY_OF_PASSI,SALVADOR_BENEDICTO,,MARIBOJOC,MINGLANILLA,,,,PALOMPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUADIPOSO_BUNTONG,PANDAG,,,,,,,,,,,,
,TAGUDIN,,SAN_FABIAN,,,SAN_PABLO,,,,,,,,,,TINGLOY,,,SAN_ANDRES,,,,SAN_JOSE,,,,,,,PAVIA,,,PANGLAO,MOALBOAL,,,,PASTRANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAGUING,NORTHERN_KABUNTALAN,,,,,,,,,,,,
,CITY_OF_VIGAN,,SAN_JACINTO,,,SANTA_MARIA,,,,,,,,,,TUY,,,SAN_ANTONIO,,,,SIPOCOT,,,,,,,POTOTAN,,,PILAR,CITY_OF_NAGA,,,,SAN_ISIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICONG,DATU_HOFFER_AMPATUAN,,,,,,,,,,,,
,,,SAN_MANUEL,,,CITY_OF_SANTIAGO,,,,,,,,,,,,,SAN_FRANCISCO,,,,SIRUMA,,,,,,,SAN_DIONISIO,,,PRES._CARLOS_P._GARCIA,OSLOB,,,,SAN_MIGUEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUMBAYANAGUE,DATU_SALIBO,,,,,,,,,,,,
,,,SAN_NICOLAS,,,SANTO_TOMAS,,,,,,,,,,,,,SAN_NARCISO,,,,TIGAON,,,,,,,SAN_ENRIQUE,,,SAGBAYAN,PILAR,,,,SANTA_FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUMBARAN,SHARIFF_SAYDONA_MUSTAPHA,,,,,,,,,,,,
,,,SAN_QUINTIN,,,TUMAUINI,,,,,,,,,,,,,SARIAYA,,,,TINAMBAC,,,,,,,SAN_JOAQUIN,,,SAN_ISIDRO,PINAMUNGAHAN,,,,TABANGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAGOLOAN_II,,,,,,,,,,,,,
,,,SANTA_BARBARA,,,,,,,,,,,,,,,,TAGKAWAYAN,,,,,,,,,,,SAN_MIGUEL,,,SAN_MIGUEL,PORO,,,,TABONTABON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KAPATAGAN,,,,,,,,,,,,,
,,,SANTA_MARIA,,,,,,,,,,,,,,,,CITY_OF_TAYABAS,,,,,,,,,,,SAN_RAFAEL,,,SEVILLA,RONDA,,,,TACLOBAN_CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SULTAN_DUMALONDONG,,,,,,,,,,,,,
,,,SANTO_TOMAS,,,,,,,,,,,,,,,,TIAONG,,,,,,,,,,,SANTA_BARBARA,,,SIERRA_BULLONES,SAMBOAN,,,,TANAUAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUMBACA_UNAYAN,,,,,,,,,,,,,
,,,SISON,,,,,,,,,,,,,,,,UNISAN,,,,,,,,,,,SARA,,,SIKATUNA,SAN_FERNANDO,,,,TOLOSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGBAUAN,,,TAGBILARAN_CITY,SAN_FRANCISCO,,,,TUNGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,TAYUG,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBUNGAN,,,TALIBON,SAN_REMIGIO,,,,VILLABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,UMINGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,ZARRAGA,,,TRINIDAD,SANTA_FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,URBIZTONDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBIGON,SANTANDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CITY_OF_URDANETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBAY,SIBONGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,VILLASIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VALENCIA,SOGOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LAOAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIEN_UNIDO,TABOGON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TABUELAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITY_OF_TALISAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOLEDO_CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBURAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUDELA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
